"Indice Climatico y Tendencia 
 
 Indice precipitacion anual 
 
 Indice de precipitacion anual que corresponde a la suma de la precipitacion sobre 1 milimetro.",,
Ano,Valor (mm),Anomalia (mm)
1981,538.0,-125.0
1982,401.7,-261.3
1983,547.6,-115.4
1984,522.0,-141.0
1985,843.8,180.8
1986,830.5,167.5
1987,492.1,-170.9
1988,651.0,-12.0
1989,869.3,206.3
1990,934.2,271.2
1991,801.6,138.6
1992,462.5,-200.5
1993,690.7,27.7
1994,680.8,17.8
1995,561.7,-101.3
1996,718.2,55.2
1997,661.5,-1.5
1998,1043.0,380.0
1999,736.3,73.3
2000,685.6,22.6
2001,847.5,184.5
2002,553.0,-110.0
2003,819.9,156.9
2004,648.2,-14.8
2005,826.6,163.6
2006,796.9,133.9
2007,813.7,150.7
2008,869.2,206.2
2009,956.8,293.8
2010,714.4,51.4
2011,764.7,101.7
2012,919.1,256.1
2013,801.7,138.7
2014,700.6,37.6
2015,838.9,175.9
2016,391.7,-271.3
2017,608.9,-54.1
2018,699.1,36.1
2019,726.1,63.1
2020,629.1,-33.9
Tendencia Lineal por Decada,,28.2   (mm / Decada)
